"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"2241","13","text","0","2243","0.0-0.0","s604","","","","","","","","","","","","","","","","","","","",""
"1938","89","poldrack-text","1","5186","0.0-1.0","s604","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1938","500","fmri_response_test","","","","","","","","","","","","","","","",""
"1015","71","poldrack-text","2","6707","0.0-2.0","s604","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1015","500","fmri_response_test","","","","","","","","","","","","","","","",""
"10115","","survey-text","3","17332","0.0-3.0","s604","","","","task_setup","{""Q0"":""250""}","","","","","","","","","","","","","","",""
"59786","32","poldrack-single-stim","4","78143","0.0-4.0","s604","","59786","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>index finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>middle finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your index finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","59786","","","","","","","","","","","",""
"-1","-1","poldrack-categorize","5","80502","0.0-5.0-0.0-0.0","s604","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","89,71","850","false","89","500","practice","0","","","","","","",""
"425","89","poldrack-categorize","6","83121","0.0-5.0-0.0-1.0","s604","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","89,71","850","true","89","500","practice","1","","","","","","",""
"489","71","poldrack-categorize","7","85733","0.0-5.0-0.0-2.0","s604","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","89,71","850","true","71","500","practice","2","","","","","","",""
"379","71","poldrack-categorize","8","88341","0.0-5.0-0.0-3.0","s604","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","89,71","850","true","71","500","practice","3","","","","","","",""
"494","89","poldrack-categorize","9","90955","0.0-5.0-0.0-4.0","s604","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","true","89","500","practice","4","","","","","","",""
"406","89","poldrack-categorize","10","93568","0.0-5.0-0.0-5.0","s604","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","true","89","500","practice","5","","","","","","",""
