"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","condition","exp_stage","trial_num","correct_response","correct","exp_id"
"7658","13","text","0","7661","0.0-0.0","s618","","","","","","","","","","","","","",""
"16195","89","poldrack-text","1","24861","0.0-1.0","s618","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","16195","500","fmri_response_test","","","","","","","","","",""
"1736","71","poldrack-text","2","27099","0.0-2.0","s618","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1736","500","fmri_response_test","","","","","","","","","",""
"11796","","survey-text","3","39404","0.0-3.0","s618","","","","task_setup","{""Q0"":""1"",""Q1"":""6""}","","","","","","","","",""
"33533","32","poldrack-single-stim","4","73943","0.0-4.0","s618","","33533","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","33533","","","","","",""
"-1","-1","poldrack-single-stim","5","74952","0.0-5.0-0.0","s618","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","AY","practice","0","","",""
"-1","-1","poldrack-single-stim","6","76958","0.0-5.0-1.0","s618","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"726","89","poldrack-single-stim","7","78861","0.0-5.0-2.0","s618","","1900","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","AY","practice","0","71","false",""
"-1","-1","poldrack-single-stim","8","79368","0.0-5.0-3.0","s618","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","","practice","1","","",""
"-1","-1","poldrack-single-stim","9","79871","0.0-5.0-4.0","s618","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","AX","practice","1","","",""
