"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"1913","13","text","0","1915","0.0-0.0","s618","","","","","","","","","","","","","","","","","","","",""
"1640","89","poldrack-text","1","4557","0.0-1.0","s618","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1640","500","fmri_response_test","","","","","","","","","","","","","","","",""
"398","71","poldrack-text","2","5457","0.0-2.0","s618","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","398","500","fmri_response_test","","","","","","","","","","","","","","","",""
"12835","","survey-text","3","18803","0.0-3.0","s618","","","","task_setup","{""Q0"":""1"",""Q1"":""3""}","","","","","","","","","","","","","","",""
"36081","32","poldrack-single-stim","4","55887","0.0-4.0","s618","","36081","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Index Finger if orange and Middle Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Index Finger if >5 and Middle Finger if <5.</div></div>","32","36081","","","","","","","","","","","",""
"","","call-function","5","55887","0.0-5.0-0.0","s618","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","56391","0.0-5.0-1.0","s618","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","57298","0.0-5.0-2.0","s618","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Magnitude","orange","7","magnitude","switch","switch","0","","","",""
"1470","89","poldrack-categorize","8","59804","0.0-5.0-3.0","s618","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>7</div>","89,71","1000","practice","Magnitude","orange","7","magnitude","switch","switch","0","true","89","500",""
"-1","-1","poldrack-single-stim","9","60311","0.0-5.0-4.0","s618","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","60311","0.0-5.0-5.0","s618","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","60818","0.0-5.0-6.0","s618","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","60919","0.0-5.0-7.0","s618","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","orange","9","magnitude","stay","switch","1","","","",""
"1079","89","poldrack-categorize","13","63426","0.0-5.0-8.0","s618","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>9</div>","89,71","1000","practice","High-Low","orange","9","magnitude","stay","switch","1","true","89","500",""
"-1","-1","poldrack-single-stim","14","63927","0.0-5.0-9.0","s618","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","63927","0.0-5.0-10.0","s618","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","64428","0.0-5.0-11.0","s618","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","65330","0.0-5.0-12.0","s618","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","#1F45FC","8","color","switch","switch","2","","","",""
"735","71","poldrack-categorize","18","67836","0.0-5.0-13.0","s618","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>8</div>","89,71","1000","practice","Color","#1F45FC","8","color","switch","switch","2","true","71","500",""
"-1","-1","poldrack-single-stim","19","68338","0.0-5.0-14.0","s618","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","68338","0.0-5.0-15.0","s618","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","68839","0.0-5.0-16.0","s618","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","69740","0.0-5.0-17.0","s618","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Orange-Blue","#1F45FC","8","color","stay","switch","3","","","",""
"1017","71","poldrack-categorize","23","72247","0.0-5.0-18.0","s618","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>8</div>","89,71","1000","practice","Orange-Blue","#1F45FC","8","color","stay","switch","3","true","71","500",""
