"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"2709","13","text","0","2712","0.0-0.0","s647","","","","","","","","","","","","","","","","","","","",""
"1479","89","poldrack-text","1","5196","0.0-1.0","s647","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1479","500","fmri_response_test","","","","","","","","","","","","","","","",""
"488","71","poldrack-text","2","6187","0.0-2.0","s647","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","488","500","fmri_response_test","","","","","","","","","","","","","","","",""
"14154","","survey-text","3","20849","0.0-3.0","s647","","","","task_setup","{""Q0"":""2"",""Q1"":""2""}","","","","","","","","","","","","","","",""
"32402","32","poldrack-single-stim","4","54255","0.0-4.0","s647","","32402","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Middle Finger if orange and Index Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Middle Finger if >5 and Index Finger if <5.</div></div>","32","32402","","","","","","","","","","","",""
"","","call-function","5","54255","0.0-5.0-0.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","54758","0.0-5.0-1.0","s647","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","55662","0.0-5.0-2.0","s647","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Magnitude","orange","9","magnitude","switch","stay","0","","","",""
"813","71","poldrack-categorize","8","58169","0.0-5.0-3.0","s647","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>9</div>","89,71","1000","practice","Magnitude","orange","9","magnitude","switch","stay","0","true","71","500",""
"-1","-1","poldrack-single-stim","9","58672","0.0-5.0-4.0","s647","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","58673","0.0-5.0-5.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","59175","0.0-5.0-6.0","s647","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","60078","0.0-5.0-7.0","s647","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","#1F45FC","3","magnitude","stay","switch","1","","","",""
"458","89","poldrack-categorize","13","62583","0.0-5.0-8.0","s647","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>3</div>","89,71","1000","practice","High-Low","#1F45FC","3","magnitude","stay","switch","1","true","89","500",""
"-1","-1","poldrack-single-stim","14","63086","0.0-5.0-9.0","s647","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","63086","0.0-5.0-10.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","63589","0.0-5.0-11.0","s647","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","64492","0.0-5.0-12.0","s647","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Orange-Blue","orange","2","color","switch","switch","2","","","",""
"937","71","poldrack-categorize","18","66996","0.0-5.0-13.0","s647","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>2</div>","89,71","1000","practice","Orange-Blue","orange","2","color","switch","switch","2","true","71","500",""
"-1","-1","poldrack-single-stim","19","67498","0.0-5.0-14.0","s647","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","67499","0.0-5.0-15.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","68001","0.0-5.0-16.0","s647","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","68904","0.0-5.0-17.0","s647","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Magnitude","orange","6","magnitude","switch","stay","3","","","",""
"537","71","poldrack-categorize","23","71408","0.0-5.0-18.0","s647","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>6</div>","89,71","1000","practice","Magnitude","orange","6","magnitude","switch","stay","3","true","71","500",""
"-1","-1","poldrack-single-stim","24","71911","0.0-5.0-19.0","s647","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","25","71911","0.0-5.0-20.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","26","72414","0.0-5.0-21.0","s647","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","27","73316","0.0-5.0-22.0","s647","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","orange","3","magnitude","stay","switch","4","","","",""
"418","89","poldrack-categorize","28","75821","0.0-5.0-23.0","s647","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>3</div>","89,71","1000","practice","High-Low","orange","3","magnitude","stay","switch","4","true","89","500",""
"-1","-1","poldrack-single-stim","29","76324","0.0-5.0-24.0","s647","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","30","76324","0.0-5.0-25.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","31","76827","0.0-5.0-26.0","s647","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","32","77729","0.0-5.0-27.0","s647","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","orange","6","magnitude","stay","stay","5","","","",""
"568","71","poldrack-categorize","33","80233","0.0-5.0-28.0","s647","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>6</div>","89,71","1000","practice","High-Low","orange","6","magnitude","stay","stay","5","true","71","500",""
"-1","-1","poldrack-single-stim","34","80735","0.0-5.0-29.0","s647","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","35","80735","0.0-5.0-30.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","36","81237","0.0-5.0-31.0","s647","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","37","82140","0.0-5.0-32.0","s647","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Orange-Blue","orange","4","color","switch","switch","6","","","",""
"548","71","poldrack-categorize","38","84644","0.0-5.0-33.0","s647","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>4</div>","89,71","1000","practice","Orange-Blue","orange","4","color","switch","switch","6","true","71","500",""
"-1","-1","poldrack-single-stim","39","85147","0.0-5.0-34.0","s647","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","40","85147","0.0-5.0-35.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","41","85648","0.0-5.0-36.0","s647","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","42","85751","0.0-5.0-37.0","s647","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","#1F45FC","8","magnitude","switch","stay","7","","","",""
"874","71","poldrack-categorize","43","88256","0.0-5.0-38.0","s647","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>8</div>","89,71","1000","practice","High-Low","#1F45FC","8","magnitude","switch","stay","7","true","71","500",""
"-1","-1","poldrack-single-stim","44","88759","0.0-5.0-39.0","s647","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","45","88759","0.0-5.0-40.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","46","89261","0.0-5.0-41.0","s647","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","47","89364","0.0-5.0-42.0","s647","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","#1F45FC","1","color","switch","switch","8","","","",""
"1134","89","poldrack-categorize","48","91869","0.0-5.0-43.0","s647","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>1</div>","89,71","1000","practice","Color","#1F45FC","1","color","switch","switch","8","true","89","500",""
"-1","-1","poldrack-single-stim","49","92372","0.0-5.0-44.0","s647","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","50","92372","0.0-5.0-45.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","51","92875","0.0-5.0-46.0","s647","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","52","93777","0.0-5.0-47.0","s647","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","#1F45FC","1","color","stay","stay","9","","","",""
"399","89","poldrack-categorize","53","96281","0.0-5.0-48.0","s647","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>1</div>","89,71","1000","practice","Color","#1F45FC","1","color","stay","stay","9","true","89","500",""
"-1","-1","poldrack-single-stim","54","96784","0.0-5.0-49.0","s647","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","55","96784","0.0-5.0-50.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","56","97287","0.0-5.0-51.0","s647","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","57","97390","0.0-5.0-52.0","s647","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","#1F45FC","3","color","stay","switch","10","","","",""
"1068","89","poldrack-categorize","58","99894","0.0-5.0-53.0","s647","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>3</div>","89,71","1000","practice","Orange-Blue","#1F45FC","3","color","stay","switch","10","true","89","500",""
"-1","-1","poldrack-single-stim","59","100396","0.0-5.0-54.0","s647","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","60","100397","0.0-5.0-55.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","61","100899","0.0-5.0-56.0","s647","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","62","101001","0.0-5.0-57.0","s647","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Magnitude","#1F45FC","2","magnitude","switch","stay","11","","","",""
"624","89","poldrack-categorize","63","103506","0.0-5.0-58.0","s647","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>2</div>","89,71","1000","practice","Magnitude","#1F45FC","2","magnitude","switch","stay","11","true","89","500",""
"-1","-1","poldrack-single-stim","64","104009","0.0-5.0-59.0","s647","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","65","104009","0.0-5.0-60.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","66","104512","0.0-5.0-61.0","s647","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","67","104614","0.0-5.0-62.0","s647","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","#1F45FC","8","magnitude","stay","switch","12","","","",""
"722","71","poldrack-categorize","68","107118","0.0-5.0-63.0","s647","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>8</div>","89,71","1000","practice","High-Low","#1F45FC","8","magnitude","stay","switch","12","true","71","500",""
"-1","-1","poldrack-single-stim","69","107620","0.0-5.0-64.0","s647","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","70","107620","0.0-5.0-65.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","71","108123","0.0-5.0-66.0","s647","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","72","108226","0.0-5.0-67.0","s647","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","#1F45FC","8","magnitude","stay","stay","13","","","",""
"549","71","poldrack-categorize","73","110730","0.0-5.0-68.0","s647","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>8</div>","89,71","1000","practice","High-Low","#1F45FC","8","magnitude","stay","stay","13","true","71","500",""
"-1","-1","poldrack-single-stim","74","111233","0.0-5.0-69.0","s647","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","75","111233","0.0-5.0-70.0","s647","","","","set_stims","","","","","","","","","","","","","","","",""
