"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","which_round","num_click_in_round","num_cards","num_loss_cards","gain_amount","loss_amount","round_points","clicked_on_loss_card","reward","exp_id"
"1561","13","text","0","1563","0.0-0.0","s584","","","","","","","","","","","","","","","","","",""
"28309","89","poldrack-text","1","30875","0.0-1.0","s584","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","28309","500","fmri_response_test","","","","","","","","","","","","","",""
"1117","71","poldrack-text","2","32493","0.0-2.0","s584","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1117","500","fmri_response_test","","","","","","","","","","","","","",""
"41312","32","poldrack-single-stim","3","74310","0.0-3.0","s584","","41312","500","instructions","<div class = centerbox><div class = center-text>Try to get as many points as possible<br><br>The loss amount, the gain amount, and the number of loss cards may change each trial<br><br>Index Finger: Take Another Card<br>Middle Finger: End The Round</div></div>","32","41312","","","","","","","","","","",""
"31771","32","poldrack-text","4","106586","0.0-4.0","s584","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","31771","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"2356","84","poldrack-text","5","108943","0.0-5.0","s584","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2356","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","6","109623","0.0-6.0","s584","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","110303","0.0-7.0","s584","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","8","110984","0.0-8.0","s584","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","111663","0.0-9.0","s584","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","10","112344","0.0-10.0","s584","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","11","113023","0.0-11.0","s584","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","113703","0.0-12.0","s584","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","13","114383","0.0-13.0","s584","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","14","115063","0.0-14.0","s584","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","15","115744","0.0-15.0","s584","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","16","116424","0.0-16.0","s584","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","17","117104","0.0-17.0","s584","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","18","117784","0.0-18.0","s584","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
