"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","condition","trial_num","correct_response","correct","exp_id"
"1969","13","text","0","1971","0.0-0.0","s584","","","","","","","","","","","","","",""
"1736","89","poldrack-text","1","4714","0.0-1.0","s584","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1736","500","fmri_response_test","","","","","","","","","",""
"802","71","poldrack-text","2","6019","0.0-2.0","s584","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","802","500","fmri_response_test","","","","","","","","","",""
"10756","","survey-text","3","17284","0.0-3.0","s584","","","","task_setup","{""Q0"":""2"",""Q1"":""1""}","","","","","","","","",""
"28750","32","poldrack-single-stim","4","47039","0.0-4.0","s584","","28750","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","28750","","","","","",""
"-1","-1","poldrack-single-stim","5","48051","0.0-5.0-0.0","s584","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","practice","BY","0","","",""
"-1","-1","poldrack-single-stim","6","50057","0.0-5.0-1.0","s584","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"333","71","poldrack-single-stim","7","51560","0.0-5.0-2.0","s584","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","BY","0","71","true",""
"-1","-1","poldrack-single-stim","8","52064","0.0-5.0-3.0","s584","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","1","","",""
"-1","-1","poldrack-single-stim","9","52570","0.0-5.0-4.0","s584","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AX","1","","",""
