"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"3502","13","text","0","3505","0.0-0.0","s643","","","","","","","","","","","","","","","","","","","",""
"1323","89","poldrack-text","1","5835","0.0-1.0","s643","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1323","500","fmri_response_test","","","","","","","","","","","","","","","",""
"739","71","poldrack-text","2","7078","0.0-2.0","s643","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","739","500","fmri_response_test","","","","","","","","","","","","","","","",""
"12294","","survey-text","3","19883","0.0-3.0","s643","","","","task_setup","{""Q0"":""2"",""Q1"":""1""}","","","","","","","","","","","","","","",""
"29203","32","poldrack-single-stim","4","50095","0.0-4.0","s643","","29203","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Middle Finger if orange and Index Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Index Finger if >5 and Middle Finger if <5.</div></div>","32","29203","","","","","","","","","","","",""
"","","call-function","5","50095","0.0-5.0-0.0","s643","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","50601","0.0-5.0-1.0","s643","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","50709","0.0-5.0-2.0","s643","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","High-Low","#1F45FC","4","magnitude","switch","switch","0","","","",""
"686","89","poldrack-categorize","8","53221","0.0-5.0-3.0","s643","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>4</div>","89,71","1000","practice","High-Low","#1F45FC","4","magnitude","switch","switch","0","false","71","500",""
"-1","-1","poldrack-single-stim","9","53726","0.0-5.0-4.0","s643","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","53726","0.0-5.0-5.0","s643","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","54231","0.0-5.0-6.0","s643","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","55134","0.0-5.0-7.0","s643","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","High-Low","#1F45FC","1","magnitude","stay","stay","1","","","",""
"763","71","poldrack-categorize","13","57639","0.0-5.0-8.0","s643","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >High-Low</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>1</div>","89,71","1000","practice","High-Low","#1F45FC","1","magnitude","stay","stay","1","true","71","500",""
"-1","-1","poldrack-single-stim","14","58141","0.0-5.0-9.0","s643","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","58141","0.0-5.0-10.0","s643","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","58646","0.0-5.0-11.0","s643","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","59552","0.0-5.0-12.0","s643","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","orange","8","color","switch","stay","2","","","",""
"1273","89","poldrack-categorize","18","62061","0.0-5.0-13.0","s643","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>8</div>","89,71","1000","practice","Color","orange","8","color","switch","stay","2","false","71","500",""
"-1","-1","poldrack-single-stim","19","62566","0.0-5.0-14.0","s643","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","62566","0.0-5.0-15.0","s643","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","63071","0.0-5.0-16.0","s643","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","63976","0.0-5.0-17.0","s643","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Orange-Blue","#1F45FC","3","color","stay","switch","3","","","",""
"1058","89","poldrack-categorize","23","66488","0.0-5.0-18.0","s643","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>3</div>","89,71","1000","practice","Orange-Blue","#1F45FC","3","color","stay","switch","3","true","89","500",""
"-1","-1","poldrack-single-stim","24","66995","0.0-5.0-19.0","s643","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
