"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","condition","trial_num","correct_response","correct","exp_id"
"3318","13","text","0","3321","0.0-0.0","s586","","","","","","","","","","","","","",""
"5492","89","poldrack-text","1","9817","0.0-1.0","s586","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","5492","500","fmri_response_test","","","","","","","","","",""
"941","71","poldrack-text","2","11261","0.0-2.0","s586","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","941","500","fmri_response_test","","","","","","","","","",""
"9339","","survey-text","3","21114","0.0-3.0","s586","","","","task_setup","{""Q0"":""2"",""Q1"":""2""}","","","","","","","","",""
"24899","32","poldrack-single-stim","4","47018","0.0-4.0","s586","","24899","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","24899","","","","","",""
"-1","-1","poldrack-single-stim","5","48025","0.0-5.0-0.0","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","practice","BY","0","","",""
"-1","-1","poldrack-single-stim","6","50027","0.0-5.0-1.0","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"992","71","poldrack-single-stim","7","51531","0.0-5.0-2.0","s586","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","practice","BY","0","71","true",""
"-1","-1","poldrack-single-stim","8","52034","0.0-5.0-3.0","s586","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","1","","",""
"-1","-1","poldrack-single-stim","9","52540","0.0-5.0-4.0","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AX","1","","",""
"-1","-1","poldrack-single-stim","10","54547","0.0-5.0-5.0","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"438","71","poldrack-single-stim","11","56054","0.0-5.0-6.0","s586","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","AX","1","89","false",""
"-1","-1","poldrack-single-stim","12","56560","0.0-5.0-7.0","s586","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","practice","","2","","",""
"-1","-1","poldrack-single-stim","13","57063","0.0-5.0-8.0","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","practice","BX","2","","",""
"-1","-1","poldrack-single-stim","14","59067","0.0-5.0-9.0","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"532","89","poldrack-single-stim","15","60571","0.0-5.0-10.0","s586","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","BX","2","71","false",""
"-1","-1","poldrack-single-stim","16","61078","0.0-5.0-11.0","s586","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","practice","","3","","",""
"-1","-1","poldrack-single-stim","17","61584","0.0-5.0-12.0","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AX","3","","",""
"-1","-1","poldrack-single-stim","18","63590","0.0-5.0-13.0","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"324","71","poldrack-single-stim","19","65298","0.0-5.0-14.0","s586","","1700","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","AX","3","89","false",""
"-1","-1","poldrack-single-stim","20","65803","0.0-5.0-15.0","s586","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","practice","","4","","",""
"-1","-1","poldrack-single-stim","21","66307","0.0-5.0-16.0","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AY","4","","",""
"-1","-1","poldrack-single-stim","22","68310","0.0-5.0-17.0","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"288","89","poldrack-single-stim","23","70814","0.0-5.0-18.0","s586","","2500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","practice","AY","4","71","false",""
"-1","-1","poldrack-single-stim","24","71323","0.0-5.0-19.0","s586","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","practice","","5","","",""
"-1","-1","poldrack-single-stim","25","71830","0.0-5.0-20.0","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AX","5","","",""
"-1","-1","poldrack-single-stim","26","73835","0.0-5.0-21.0","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"397","71","poldrack-single-stim","27","75937","0.0-5.0-22.0","s586","","2100","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","AX","5","89","false",""
"-1","-1","poldrack-single-stim","28","76444","0.0-5.0-23.0","s586","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","practice","","6","","",""
"-1","-1","poldrack-single-stim","29","76945","0.0-5.0-24.0","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","practice","BY","6","","",""
"-1","-1","poldrack-single-stim","30","78950","0.0-5.0-25.0","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"377","89","poldrack-single-stim","31","80851","0.0-5.0-26.0","s586","","1900","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","practice","BY","6","71","false",""
"-1","-1","poldrack-single-stim","32","81355","0.0-5.0-27.0","s586","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","practice","","7","","",""
"-1","-1","poldrack-single-stim","33","81859","0.0-5.0-28.0","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","practice","BX","7","","",""
"-1","-1","poldrack-single-stim","34","83862","0.0-5.0-29.0","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"433","89","poldrack-single-stim","35","85368","0.0-5.0-30.0","s586","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","BX","7","71","false",""
"-1","-1","poldrack-single-stim","36","85884","0.0-5.0-31.0","s586","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","practice","","8","","",""
"-1","-1","poldrack-single-stim","37","86391","0.0-5.0-32.0","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AY","8","","",""
"-1","-1","poldrack-single-stim","38","88396","0.0-5.0-33.0","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"1055","71","poldrack-single-stim","39","89900","0.0-5.0-34.0","s586","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","practice","AY","8","71","true",""
"-1","-1","poldrack-single-stim","40","90407","0.0-5.0-35.0","s586","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","9","","",""
"-1","-1","poldrack-single-stim","41","90911","0.0-5.0-36.0","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AX","9","","",""
"-1","-1","poldrack-single-stim","42","92913","0.0-5.0-37.0","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"414","89","poldrack-single-stim","43","95217","0.0-5.0-38.0","s586","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","AX","9","89","true",""
"-1","-1","poldrack-single-stim","44","95724","0.0-5.0-39.0","s586","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","10","","",""
"-1","-1","poldrack-single-stim","45","96227","0.0-5.1-0.1","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","practice","BY","10","","",""
"-1","-1","poldrack-single-stim","46","98231","0.0-5.1-1.1","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"671","71","poldrack-single-stim","47","100333","0.0-5.1-2.1","s586","","2100","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","practice","BY","10","71","true",""
"-1","-1","poldrack-single-stim","48","100837","0.0-5.1-3.1","s586","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","11","","",""
"-1","-1","poldrack-single-stim","49","101342","0.0-5.1-4.1","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AX","11","","",""
"-1","-1","poldrack-single-stim","50","103346","0.0-5.1-5.1","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"798","71","poldrack-single-stim","51","104851","0.0-5.1-6.1","s586","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","AX","11","89","false",""
"-1","-1","poldrack-single-stim","52","105356","0.0-5.1-7.1","s586","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","practice","","12","","",""
"-1","-1","poldrack-single-stim","53","105858","0.0-5.1-8.1","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","practice","BX","12","","",""
"-1","-1","poldrack-single-stim","54","107861","0.0-5.1-9.1","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"391","89","poldrack-single-stim","55","109367","0.0-5.1-10.1","s586","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","BX","12","71","false",""
"-1","-1","poldrack-single-stim","56","109869","0.0-5.1-11.1","s586","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","practice","","13","","",""
"-1","-1","poldrack-single-stim","57","110373","0.0-5.1-12.1","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AX","13","","",""
"-1","-1","poldrack-single-stim","58","112375","0.0-5.1-13.1","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"598","71","poldrack-single-stim","59","114880","0.0-5.1-14.1","s586","","2500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","AX","13","89","false",""
"-1","-1","poldrack-single-stim","60","115385","0.0-5.1-15.1","s586","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","practice","","14","","",""
"-1","-1","poldrack-single-stim","61","115890","0.0-5.1-16.1","s586","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AY","14","","",""
"-1","-1","poldrack-single-stim","62","117895","0.0-5.1-17.1","s586","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"346","71","poldrack-single-stim","63","119401","0.0-5.1-18.1","s586","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","practice","AY","14","71","true",""
