rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,exp_stage,which_round,num_click_in_round,num_cards,num_loss_cards,gain_amount,loss_amount,round_points,clicked_on_loss_card,reward,exp_id
14991,13,text,0,14994,0.0-0.0,s499,,,,,,,,,,,,,,,,,,
2506,89,poldrack-text,1,18505,0.0-1.0,s499,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,2506,500,fmri_response_test,,,,,,,,,,,,,,
621,71,poldrack-text,2,19628,0.0-2.0,s499,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,621,500,fmri_response_test,,,,,,,,,,,,,,
11605,32,poldrack-single-stim,3,31742,0.0-3.0,s499,,11605,500,instructions,"<div class = centerbox><div class = center-text>Try to get as many points as possible<br><br>The loss amount, the gain amount, and the number of loss cards may change each trial<br><br>Index Finger: Take Another Card<br>Middle Finger: End The Round</div></div>",32,11605,,,,,,,,,,,
122243,32,poldrack-text,4,154487,0.0-4.0,s499,"<div class = centerbox><div style = 'font-size: 50px', class = center-text>Scan will start after scanner calibration</p></div>",122243,0,fmri_scanner_wait,,,,,,,,,,,,,,
2194,84,poldrack-text,5,156682,0.0-5.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,2194,0,fmri_trigger_wait,,,,,,,,,,,,,,
679,84,poldrack-text,6,157362,0.0-6.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,679,0,fmri_trigger_wait,,,,,,,,,,,,,,
679,84,poldrack-text,7,158042,0.0-7.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,679,0,fmri_trigger_wait,,,,,,,,,,,,,,
680,84,poldrack-text,8,158722,0.0-8.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,680,0,fmri_trigger_wait,,,,,,,,,,,,,,
679,84,poldrack-text,9,159402,0.0-9.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,679,0,fmri_trigger_wait,,,,,,,,,,,,,,
679,84,poldrack-text,10,160082,0.0-10.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,679,0,fmri_trigger_wait,,,,,,,,,,,,,,
680,84,poldrack-text,11,160762,0.0-11.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,680,0,fmri_trigger_wait,,,,,,,,,,,,,,
679,84,poldrack-text,12,161443,0.0-12.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,679,0,fmri_trigger_wait,,,,,,,,,,,,,,
679,84,poldrack-text,13,162123,0.0-13.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,679,0,fmri_trigger_wait,,,,,,,,,,,,,,
679,84,poldrack-text,14,162803,0.0-14.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,679,0,fmri_trigger_wait,,,,,,,,,,,,,,
680,84,poldrack-text,15,163483,0.0-15.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,680,0,fmri_trigger_wait,,,,,,,,,,,,,,
679,84,poldrack-text,16,164163,0.0-16.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,679,0,fmri_trigger_wait,,,,,,,,,,,,,,
680,84,poldrack-text,17,164844,0.0-17.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,680,0,fmri_trigger_wait,,,,,,,,,,,,,,
677,84,poldrack-text,18,165521,0.0-18.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,677,0,fmri_trigger_wait,,,,,,,,,,,,,,
680,84,poldrack-text,19,166202,0.0-19.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,680,0,fmri_trigger_wait,,,,,,,,,,,,,,
681,84,poldrack-text,20,166883,0.0-20.0,s499,<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please don't move!</strong></div></div>,681,0,fmri_trigger_wait,,,,,,,,,,,,,,
-1,-1,poldrack-single-stim,21,167888,0.0-21.0,s499,,1000,0,fmri_buffer,,none,1000,,,,,,,,,,,
-1,-1,poldrack-single-stim,22,169392,0.0-22.0,s499,,1500,500,test_start_block,<div class = centerbox><div class = center-text>Get ready!</p></div>,none,1500,,,,,,,,,,,
23066,89,poldrack-single-stim,23,192964,0.0-23.0-0.0-0.0,s499,,23066,0,stim,<div class = cct-box><div class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Game Round: 1</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Loss Amount: -70</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gain Amount: 12</div></div>    <div class = titlebox><div class = game-text>How many cards do you want to take? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Number of Loss Cards: 1</div></div>   <div class = titleboxRight><div class = game-text id = current_round>Current Round Points: 0</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div></div>,"89,71",23066,test,1,1,6,1,12,-70,12,false,,
10430,71,poldrack-single-stim,24,203400,0.0-23.0-0.1-0.1,s499,,10430,0,stim,<div class = cct-box><div class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Game Round: 1</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Loss Amount: -70</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gain Amount: 12</div></div>    <div class = titlebox><div class = game-text>How many cards do you want to take? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Number of Loss Cards: 1</div></div>   <div class = titleboxRight><div class = game-text id = current_round>Current Round Points: 12</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div></div>,"89,71",10430,test,1,1,6,1,12,-70,12,false,,
