"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"30259","13","text","0","30262","0.0-0.0","499","","","","","","","","","","","","","","","","","","","",""
"1722","89","poldrack-text","1","32989","0.0-1.0","499","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1722","500","fmri_response_test","","","","","","","","","","","","","","","",""
"531","71","poldrack-text","2","34023","0.0-2.0","499","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","531","500","fmri_response_test","","","","","","","","","","","","","","","",""
"18973","","survey-text","3","53509","0.0-3.0","499","","","","task_setup","{""Q0"":""2"",""Q1"":""1""}","","","","","","","","","","","","","","",""
"10570","32","poldrack-single-stim","4","65085","0.0-4.0","499","","10570","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Middle Finger if orange and Index Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Index Finger if >5 and Middle Finger if <5.</div></div>","32","10570","","","","","","","","","","","",""
"","","call-function","5","65086","0.0-5.0-0.0","499","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","65590","0.0-5.0-1.0","499","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","66495","0.0-5.0-2.0","499","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","orange","7","color","switch","switch","0","","","",""
"1268","71","poldrack-categorize","8","69003","0.0-5.0-3.0","499","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>7</div>","89,71","1000","practice","Color","orange","7","color","switch","switch","0","true","71","500",""
"-1","-1","poldrack-single-stim","9","69508","0.0-5.0-4.0","499","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","69508","0.0-5.0-5.0","499","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","70012","0.0-5.0-6.0","499","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","70915","0.0-5.0-7.0","499","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Orange-Blue","orange","9","color","stay","switch","1","","","",""
"685","71","poldrack-categorize","13","73423","0.0-5.0-8.0","499","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>9</div>","89,71","1000","practice","Orange-Blue","orange","9","color","stay","switch","1","true","71","500",""
"-1","-1","poldrack-single-stim","14","73928","0.0-5.0-9.0","499","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","73928","0.0-5.0-10.0","499","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","74432","0.0-5.0-11.0","499","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","74535","0.0-5.0-12.0","499","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","#1F45FC","1","color","stay","switch","2","","","",""
"972","89","poldrack-categorize","18","77041","0.0-5.0-13.0","499","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>1</div>","89,71","1000","practice","Color","#1F45FC","1","color","stay","switch","2","true","89","500",""
"-1","-1","poldrack-single-stim","19","77545","0.0-5.0-14.0","499","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","77545","0.0-5.0-15.0","499","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","78049","0.0-5.0-16.0","499","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","78152","0.0-5.0-17.0","499","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","orange","9","color","stay","stay","3","","","",""
"778","71","poldrack-categorize","23","80659","0.0-5.0-18.0","499","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>9</div>","89,71","1000","practice","Color","orange","9","color","stay","stay","3","true","71","500",""
"-1","-1","poldrack-single-stim","24","81163","0.0-5.0-19.0","499","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","25","81163","0.0-5.0-20.0","499","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","26","81667","0.0-5.0-21.0","499","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","27","81770","0.0-5.0-22.0","499","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Magnitude","orange","6","magnitude","switch","switch","4","","","",""
"1604","89","poldrack-categorize","28","84277","0.0-5.0-23.0","499","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>6</div>","89,71","1000","practice","Magnitude","orange","6","magnitude","switch","switch","4","true","89","500",""
"-1","-1","poldrack-single-stim","29","84781","0.0-5.0-24.0","499","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","30","84782","0.0-5.0-25.0","499","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","31","85284","0.0-5.0-26.0","499","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","32","85387","0.0-5.0-27.0","499","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Magnitude","#1F45FC","9","magnitude","stay","stay","5","","","",""
"843","71","poldrack-categorize","33","87894","0.0-5.0-28.0","499","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>9</div>","89,71","1000","practice","Magnitude","#1F45FC","9","magnitude","stay","stay","5","false","89","500",""
"-1","-1","poldrack-single-stim","34","88398","0.0-5.0-29.0","499","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","35","88399","0.0-5.0-30.0","499","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","36","88902","0.0-5.0-31.0","499","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","37","89806","0.0-5.0-32.0","499","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","#1F45FC","2","color","switch","stay","6","","","",""
"659","89","poldrack-categorize","38","92309","0.0-5.0-33.0","499","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>2</div>","89,71","1000","practice","Color","#1F45FC","2","color","switch","stay","6","true","89","500",""
"-1","-1","poldrack-single-stim","39","92813","0.0-5.0-34.0","499","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","40","92814","0.0-5.0-35.0","499","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","41","93317","0.0-5.0-36.0","499","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","42","94220","0.0-5.0-37.0","499","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Orange-Blue","orange","2","color","stay","switch","7","","","",""
"696","71","poldrack-categorize","43","96725","0.0-5.0-38.0","499","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>2</div>","89,71","1000","practice","Orange-Blue","orange","2","color","stay","switch","7","true","71","500",""
"-1","-1","poldrack-single-stim","44","97227","0.0-5.0-39.0","499","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","45","97228","0.0-5.0-40.0","499","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","46","97731","0.0-5.0-41.0","499","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","47","97835","0.0-5.0-42.0","499","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Magnitude","orange","2","magnitude","switch","stay","8","","","",""
"1690","71","poldrack-categorize","48","100341","0.0-5.0-43.0","499","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>2</div>","89,71","1000","practice","Magnitude","orange","2","magnitude","switch","stay","8","true","71","500",""
"-1","-1","poldrack-single-stim","49","100847","0.0-5.0-44.0","499","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","50","100847","0.0-5.0-45.0","499","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","51","101351","0.0-5.0-46.0","499","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","52","102255","0.0-5.0-47.0","499","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Magnitude","orange","8","magnitude","stay","stay","9","","","",""
"1143","71","poldrack-categorize","53","104760","0.0-5.0-48.0","499","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>8</div>","89,71","1000","practice","Magnitude","orange","8","magnitude","stay","stay","9","false","89","500",""
"-1","-1","poldrack-single-stim","54","105264","0.0-5.0-49.0","499","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","55","105264","0.0-5.0-50.0","499","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","56","105768","0.0-5.0-51.0","499","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","57","105871","0.0-5.0-52.0","499","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","#1F45FC","4","color","switch","stay","10","","","",""
"-1","-1","poldrack-categorize","58","108377","0.0-5.0-53.0","499","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>4</div>","89,71","1000","practice","Orange-Blue","#1F45FC","4","color","switch","stay","10","false","89","500",""
"-1","-1","poldrack-single-stim","59","108880","0.0-5.0-54.0","499","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","60","108880","0.0-5.0-55.0","499","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","61","109382","0.0-5.0-56.0","499","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","62","110285","0.0-5.0-57.0","499","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Magnitude","orange","3","magnitude","switch","stay","11","","","",""
"914","71","poldrack-categorize","63","112790","0.0-5.0-58.0","499","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>3</div>","89,71","1000","practice","Magnitude","orange","3","magnitude","switch","stay","11","true","71","500",""
"-1","-1","poldrack-single-stim","64","113294","0.0-5.0-59.0","499","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","65","113294","0.0-5.0-60.0","499","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","66","113797","0.0-5.0-61.0","499","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","67","113902","0.0-5.0-62.0","499","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","orange","3","color","switch","switch","12","","","",""
