"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","which_round","num_click_in_round","num_cards","num_loss_cards","gain_amount","loss_amount","round_points","clicked_on_loss_card","reward","exp_id"
"2480","13","text","0","2483","0.0-0.0","s471","","","","","","","","","","","","","","","","","",""
"2216","89","poldrack-text","1","5703","0.0-1.0","s471","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2216","500","fmri_response_test","","","","","","","","","","","","","",""
"933","71","poldrack-text","2","7138","0.0-2.0","s471","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","933","500","fmri_response_test","","","","","","","","","","","","","",""
"21356","32","poldrack-single-stim","3","29001","0.0-3.0","s471","","21356","500","instructions","<div class = centerbox><div class = center-text>Try to get as many points as possible<br><br>The loss amount, the gain amount, and the number of loss cards may change each trial<br><br>Index Finger: Take Another Card<br>Middle Finger: End The Round</div></div>","32","21356","","","","","","","","","","",""
"27524","32","poldrack-text","4","57027","0.0-4.0","s471","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","27524","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"5420","84","poldrack-text","5","62448","0.0-5.0","s471","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","5420","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","6","63128","0.0-6.0","s471","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","7","63808","0.0-7.0","s471","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","8","64488","0.0-8.0","s471","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","9","65168","0.0-9.0","s471","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","10","65848","0.0-10.0","s471","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
