"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"2404","13","text","0","2406","0.0-0.0","s130","","","","","","","","","","","","","","","","","","","",""
"1335","71","poldrack-text","1","4744","0.0-1.0","s130","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1335","500","fmri_response_test","","","","","","","","","","","","","","","",""
"944","89","poldrack-text","2","6190","0.0-2.0","s130","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","944","500","fmri_response_test","","","","","","","","","","","","","","","",""
"8443","","survey-text","3","15141","0.0-3.0","s130","","","","task_setup","{""Q0"":""450""}","","","","","","","","","","","","","","",""
"28235","32","poldrack-single-stim","4","44402","0.0-4.0","s130","","28235","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your middle finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","28235","","","","","","","","","","","",""
"932","89","poldrack-categorize","5","46756","0.0-5.0-0.0-0.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","89","500","practice","0","","","","","","",""
"770","89","poldrack-categorize","6","49363","0.0-5.0-0.0-1.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","89","500","practice","1","","","","","","",""
"507","89","poldrack-categorize","7","51967","0.0-5.0-0.0-2.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","89","500","practice","2","","","","","","",""
"513","71","poldrack-categorize","8","54572","0.0-5.0-0.0-3.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","71","500","practice","3","","","","","","",""
"495","89","poldrack-categorize","9","57178","0.0-5.0-0.0-4.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","89","500","practice","4","","","","","","",""
"522","89","poldrack-categorize","10","59783","0.0-5.0-0.0-5.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","89","500","practice","5","","","","","","",""
"402","71","poldrack-categorize","11","62387","0.0-5.0-0.0-6.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","71","500","practice","6","","","","","","",""
"515","71","poldrack-categorize","12","64992","0.0-5.0-0.0-7.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","7","","","","","","",""
"556","89","poldrack-categorize","13","67597","0.0-5.0-0.0-8.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","89","500","practice","8","","","","","","",""
"657","71","poldrack-categorize","14","70202","0.0-5.0-0.0-9.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","71","500","practice","9","","","","","","",""
"570","71","poldrack-categorize","15","72807","0.0-5.0-0.0-10.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","10","","","","","","",""
"459","71","poldrack-categorize","16","75413","0.0-5.0-0.0-11.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","11","","","","","","",""
"29615","32","poldrack-text","17","105281","0.0-6.0","s130","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","29615","0","fmri_scanner_wait","","","","","","","","","","","","","","","",""
"2965","84","poldrack-text","18","108246","0.0-7.0","s130","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2965","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"679","84","poldrack-text","19","108926","0.0-8.0","s130","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"680","84","poldrack-text","20","109606","0.0-9.0","s130","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"680","84","poldrack-text","21","110286","0.0-10.0","s130","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"679","84","poldrack-text","22","110966","0.0-11.0","s130","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"680","84","poldrack-text","23","111646","0.0-12.0","s130","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"680","84","poldrack-text","24","112326","0.0-13.0","s130","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
"679","84","poldrack-text","25","113006","0.0-14.0","s130","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","","","",""
