"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","condition","trial_num","correct_response","correct","exp_id"
"1692","13","text","0","1694","0.0-0.0","s483","","","","","","","","","","","","","",""
"3560","89","poldrack-text","1","6258","0.0-1.0","s483","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","3560","500","fmri_response_test","","","","","","","","","",""
"1314","71","poldrack-text","2","8074","0.0-2.0","s483","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1314","500","fmri_response_test","","","","","","","","","",""
"11117","","survey-text","3","19698","0.0-3.0","s483","","","","task_setup","{""Q0"":""6"",""Q1"":""2""}","","","","","","","","",""
"12561","32","poldrack-single-stim","4","33262","0.0-4.0","s483","","12561","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","12561","","","","","",""
"-1","-1","poldrack-single-stim","5","34266","0.0-5.0-0.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","practice","BY","0","","",""
"-1","-1","poldrack-single-stim","6","36269","0.0-5.0-1.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"709","71","poldrack-single-stim","7","37772","0.0-5.0-2.0","s483","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","practice","BY","0","71","true",""
"-1","-1","poldrack-single-stim","8","38275","0.0-5.0-3.0","s483","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","1","","",""
"-1","-1","poldrack-single-stim","9","38776","0.0-5.0-4.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","practice","AX","1","","",""
"-1","-1","poldrack-single-stim","10","40779","0.0-5.0-5.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"506","89","poldrack-single-stim","11","43281","0.0-5.0-6.0","s483","","2500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","AX","1","89","true",""
"-1","-1","poldrack-single-stim","12","43784","0.0-5.0-7.0","s483","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","2","","",""
"-1","-1","poldrack-single-stim","13","44285","0.0-5.0-8.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","practice","AY","2","","",""
"-1","-1","poldrack-single-stim","14","46288","0.0-5.0-9.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"772","71","poldrack-single-stim","15","47990","0.0-5.0-10.0","s483","","1700","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","practice","AY","2","71","true",""
"-1","-1","poldrack-single-stim","16","48492","0.0-5.0-11.0","s483","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","3","","",""
"-1","-1","poldrack-single-stim","17","48995","0.0-5.0-12.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","practice","BX","3","","",""
"-1","-1","poldrack-single-stim","18","50997","0.0-5.0-13.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"446","71","poldrack-single-stim","19","52499","0.0-5.0-14.0","s483","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","BX","3","71","true",""
"-1","-1","poldrack-single-stim","20","53002","0.0-5.0-15.0","s483","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","4","","",""
"-1","-1","poldrack-single-stim","21","53504","0.0-5.0-16.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","BX","4","","",""
"-1","-1","poldrack-single-stim","22","55506","0.0-5.0-17.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"744","71","poldrack-single-stim","23","57009","0.0-5.0-18.0","s483","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","BX","4","71","true",""
"-1","-1","poldrack-single-stim","24","57512","0.0-5.0-19.0","s483","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","5","","",""
"-1","-1","poldrack-single-stim","25","58014","0.0-5.0-20.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","practice","AY","5","","",""
"-1","-1","poldrack-single-stim","26","60017","0.0-5.0-21.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"654","71","poldrack-single-stim","27","62119","0.0-5.0-22.0","s483","","2100","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","practice","AY","5","71","true",""
"-1","-1","poldrack-single-stim","28","62622","0.0-5.0-23.0","s483","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","6","","",""
"-1","-1","poldrack-single-stim","29","63123","0.0-5.0-24.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","practice","AX","6","","",""
"-1","-1","poldrack-single-stim","30","65125","0.0-5.0-25.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"421","89","poldrack-single-stim","31","67027","0.0-5.0-26.0","s483","","1900","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","AX","6","89","true",""
"-1","-1","poldrack-single-stim","32","67529","0.0-5.0-27.0","s483","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","7","","",""
"-1","-1","poldrack-single-stim","33","68030","0.0-5.0-28.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","practice","BY","7","","",""
"-1","-1","poldrack-single-stim","34","70032","0.0-5.0-29.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"11","71","poldrack-single-stim","35","71534","0.0-5.0-30.0","s483","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","practice","BY","7","71","true",""
"-1","-1","poldrack-single-stim","36","72036","0.0-5.0-31.0","s483","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","8","","",""
"-1","-1","poldrack-single-stim","37","72537","0.0-5.0-32.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","practice","AX","8","","",""
"-1","-1","poldrack-single-stim","38","74539","0.0-5.0-33.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"367","89","poldrack-single-stim","39","76041","0.0-5.0-34.0","s483","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","AX","8","89","true",""
"-1","-1","poldrack-single-stim","40","76542","0.0-5.0-35.0","s483","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","9","","",""
"-1","-1","poldrack-single-stim","41","77044","0.0-5.0-36.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","practice","AX","9","","",""
"-1","-1","poldrack-single-stim","42","79045","0.0-5.0-37.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"409","89","poldrack-single-stim","43","81348","0.0-5.0-38.0","s483","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","AX","9","89","true",""
"-1","-1","poldrack-single-stim","44","81849","0.0-5.0-39.0","s483","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","10","","",""
"87879","32","poldrack-text","45","169731","0.0-6.0","s483","<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please close your eyes and don't move!</strong></div></div>","87879","0","fmri_scanner_wait","","","","","","","","","",""
"4830","84","poldrack-text","46","174561","0.0-7.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","4830","0","fmri_trigger_wait","","","","","","","","","",""
"678","84","poldrack-text","47","175240","0.0-8.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","48","175921","0.0-9.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","49","176600","0.0-10.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","50","177281","0.0-11.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","51","177961","0.0-12.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"678","84","poldrack-text","52","178640","0.0-13.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","53","179319","0.0-14.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","54","180000","0.0-15.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","55","180680","0.0-16.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","56","181360","0.0-17.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","57","182040","0.0-18.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","58","182720","0.0-19.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","59","183400","0.0-20.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","60","184080","0.0-21.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","61","184760","0.0-22.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"-1","-1","poldrack-single-stim","62","185761","0.0-23.0","s483","","1000","0","fmri_buffer","","","none","1000","","","","","",""
"-1","-1","poldrack-single-stim","63","187264","0.0-24.0","s483","","1500","500","test_start_block","","<div class = centerbox><div class = center-text>Get ready!</p></div>","none","1500","","","","","",""
"-1","-1","poldrack-single-stim","64","188268","0.0-25.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","test","BY","0","","",""
"-1","-1","poldrack-single-stim","65","190269","0.0-26.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"389","71","poldrack-single-stim","66","191907","0.0-27.0","s483","","1636","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","test","BY","0","71","true",""
"-1","-1","poldrack-single-stim","67","192410","0.0-28.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","test","AY","1","","",""
"-1","-1","poldrack-single-stim","68","194412","0.0-29.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"657","71","poldrack-single-stim","69","195914","0.0-30.0","s483","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","AY","1","71","true",""
"-1","-1","poldrack-single-stim","70","196416","0.0-31.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","test","AX","2","","",""
"-1","-1","poldrack-single-stim","71","198419","0.0-32.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"461","89","poldrack-single-stim","72","200465","0.0-33.0","s483","","2044","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","test","AX","2","89","true",""
"-1","-1","poldrack-single-stim","73","200967","0.0-34.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","test","BY","3","","",""
"-1","-1","poldrack-single-stim","74","202969","0.0-35.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"297","71","poldrack-single-stim","75","204743","0.0-36.0","s483","","1772","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","test","BY","3","71","true",""
"-1","-1","poldrack-single-stim","76","205246","0.0-37.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","BX","4","","",""
"-1","-1","poldrack-single-stim","77","207248","0.0-38.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"243","71","poldrack-single-stim","78","208887","0.0-39.0","s483","","1636","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","test","BX","4","71","true",""
"-1","-1","poldrack-single-stim","79","209389","0.0-40.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","test","AX","5","","",""
"-1","-1","poldrack-single-stim","80","211391","0.0-41.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"425","89","poldrack-single-stim","81","213029","0.0-42.0","s483","","1636","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","test","AX","5","89","true",""
"-1","-1","poldrack-single-stim","82","213532","0.0-43.0","s483","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","test","AX","6","","",""
"-1","-1","poldrack-single-stim","83","215534","0.0-44.0","s483","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
