"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"9622","13","text","0","9624","0.0-0.0","s483","","","","","","","","","","","","","","","","","","","",""
"1135","89","poldrack-text","1","11762","0.0-1.0","s483","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1135","500","fmri_response_test","","","","","","","","","","","","","","","",""
"290","71","poldrack-text","2","12554","0.0-2.0","s483","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","290","500","fmri_response_test","","","","","","","","","","","","","","","",""
"14411","","survey-text","3","27473","0.0-3.0","s483","","","","task_setup","{""Q0"":""1"",""Q1"":""2""}","","","","","","","","","","","","","","",""
"10433","32","poldrack-single-stim","4","38911","0.0-4.0","s483","","10433","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Index Finger if orange and Middle Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Middle Finger if >5 and Index Finger if <5.</div></div>","32","10433","","","","","","","","","","","",""
"","","call-function","5","38911","0.0-5.0-0.0","s483","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","39414","0.0-5.0-1.0","s483","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","40318","0.0-5.0-2.0","s483","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","#1F45FC","1","color","switch","switch","0","","","",""
"562","71","poldrack-categorize","8","42823","0.0-5.0-3.0","s483","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>1</div>","89,71","1000","practice","Color","#1F45FC","1","color","switch","switch","0","true","71","500",""
"-1","-1","poldrack-single-stim","9","43326","0.0-5.0-4.0","s483","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","43326","0.0-5.0-5.0","s483","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","43829","0.0-5.0-6.0","s483","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","43931","0.0-5.0-7.0","s483","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Magnitude","#1F45FC","6","magnitude","switch","switch","1","","","",""
"756","71","poldrack-categorize","13","46434","0.0-5.0-8.0","s483","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>6</div>","89,71","1000","practice","Magnitude","#1F45FC","6","magnitude","switch","switch","1","true","71","500",""
"-1","-1","poldrack-single-stim","14","46936","0.0-5.0-9.0","s483","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","46937","0.0-5.0-10.0","s483","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","47438","0.0-5.0-11.0","s483","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","47539","0.0-5.0-12.0","s483","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Magnitude","orange","7","magnitude","stay","stay","2","","","",""
"663","71","poldrack-categorize","18","50044","0.0-5.0-13.0","s483","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>7</div>","89,71","1000","practice","Magnitude","orange","7","magnitude","stay","stay","2","true","71","500",""
"-1","-1","poldrack-single-stim","19","50546","0.0-5.0-14.0","s483","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","50547","0.0-5.0-15.0","s483","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","51049","0.0-5.0-16.0","s483","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","51950","0.0-5.0-17.0","s483","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Orange-Blue","#1F45FC","8","color","switch","switch","3","","","",""
"475","71","poldrack-categorize","23","54455","0.0-5.0-18.0","s483","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>8</div>","89,71","1000","practice","Orange-Blue","#1F45FC","8","color","switch","switch","3","true","71","500",""
