"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","which_round","num_click_in_round","num_cards","num_loss_cards","gain_amount","loss_amount","round_points","clicked_on_loss_card","reward","exp_id"
"3114","13","text","0","3116","0.0-0.0","s483","","","","","","","","","","","","","","","","","",""
"852","89","poldrack-text","1","4971","0.0-1.0","s483","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","852","500","fmri_response_test","","","","","","","","","","","","","",""
"659","71","poldrack-text","2","6132","0.0-2.0","s483","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","659","500","fmri_response_test","","","","","","","","","","","","","",""
"13042","32","poldrack-single-stim","3","19677","0.0-3.0","s483","","13042","500","instructions","<div class = centerbox><div class = center-text>Try to get as many points as possible<br><br>The loss amount, the gain amount, and the number of loss cards may change each trial<br><br>Index Finger: Take Another Card<br>Middle Finger: End The Round</div></div>","32","13042","","","","","","","","","","",""
"40337","32","poldrack-text","4","60517","0.0-4.0","s483","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","40337","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1939","84","poldrack-text","5","62456","0.0-5.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1939","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","6","63135","0.0-6.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","63815","0.0-7.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","64495","0.0-8.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","9","65175","0.0-9.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","10","65855","0.0-10.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","11","66535","0.0-11.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","12","67215","0.0-12.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","13","67895","0.0-13.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","14","68575","0.0-14.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","15","69255","0.0-15.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","16","69935","0.0-16.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","17","70615","0.0-17.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","18","71295","0.0-18.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","19","71975","0.0-19.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
