"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"4385","13","text","0","4388","0.0-0.0","s445","","","","","","","","","","","","","","","","","","","",""
"823","89","poldrack-text","1","6214","0.0-1.0","s445","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","823","500","fmri_response_test","","","","","","","","","","","","","","","",""
"694","71","poldrack-text","2","7410","0.0-2.0","s445","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","694","500","fmri_response_test","","","","","","","","","","","","","","","",""
"7377","","survey-text","3","15294","0.0-3.0","s445","","","","task_setup","{""Q0"":""250""}","","","","","","","","","","","","","","",""
"29457","32","poldrack-single-stim","4","45754","0.0-4.0","s445","","29457","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>index finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>middle finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your index finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","29457","","","","","","","","","","","",""
"774","71","poldrack-categorize","5","48109","0.0-5.0-0.0-0.0","s445","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","89,71","850","false","89","500","practice","0","","","","","","",""
"578","89","poldrack-categorize","6","50713","0.0-5.0-0.0-1.0","s445","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","89,71","850","true","89","500","practice","1","","","","","","",""
"650","71","poldrack-categorize","7","53317","0.0-5.0-0.0-2.0","s445","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","true","71","500","practice","2","","","","","","",""
"527","71","poldrack-categorize","8","55924","0.0-5.0-0.0-3.0","s445","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","89,71","850","true","71","500","practice","3","","","","","","",""
"530","89","poldrack-categorize","9","58528","0.0-5.0-0.0-4.0","s445","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","89,71","850","true","89","500","practice","4","","","","","","",""
"553","71","poldrack-categorize","10","61134","0.0-5.0-0.0-5.0","s445","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","89,71","850","true","71","500","practice","5","","","","","","",""
"624","71","poldrack-categorize","11","63739","0.0-5.0-0.0-6.0","s445","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","true","71","500","practice","6","","","","","","",""
"479","71","poldrack-categorize","12","66345","0.0-5.0-0.0-7.0","s445","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","89,71","850","true","71","500","practice","7","","","","","","",""
"542","89","poldrack-categorize","13","68948","0.0-5.0-0.0-8.0","s445","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","89,71","850","true","89","500","practice","8","","","","","","",""
"410","89","poldrack-categorize","14","71553","0.0-5.0-0.0-9.0","s445","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","89,71","850","true","89","500","practice","9","","","","","","",""
"451","71","poldrack-categorize","15","74157","0.0-5.0-0.0-10.0","s445","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","true","71","500","practice","10","","","","","","",""
