"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"1754","13","text","0","1756","0.0-0.0","s636","","","","","","","","","","","","","","","","","","","",""
"950","89","poldrack-text","1","3712","0.0-1.0","s636","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","950","500","fmri_response_test","","","","","","","","","","","","","","","",""
"423","71","poldrack-text","2","4636","0.0-2.0","s636","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","423","500","fmri_response_test","","","","","","","","","","","","","","","",""
"7073","","survey-text","3","12217","0.0-3.0","s636","","","","task_setup","{""Q0"":""350""}","","","","","","","","","","","","","","",""
"42036","32","poldrack-single-stim","4","55288","0.0-4.0","s636","","42036","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>index finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>middle finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your index finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","42036","","","","","","","","","","","",""
"767","89","poldrack-categorize","5","57650","0.0-5.0-0.0-0.0","s636","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","89,71","850","true","89","500","practice","0","","","","","","",""
"709","71","poldrack-categorize","6","60266","0.0-5.0-0.0-1.0","s636","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","true","71","500","practice","1","","","","","","",""
"536","71","poldrack-categorize","7","62882","0.0-5.0-0.0-2.0","s636","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","89,71","850","true","71","500","practice","2","","","","","","",""
"1191","89","poldrack-categorize","8","65496","0.0-5.0-0.0-3.0","s636","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","89,71","850","false","71","500","practice","3","","","","","","",""
"565","71","poldrack-categorize","9","68109","0.0-5.0-0.0-4.0","s636","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","89,71","850","true","71","500","practice","4","","","","","","",""
