"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","condition","exp_stage","trial_num","correct_response","correct","exp_id"
"1326","13","text","0","1328","0.0-0.0","s636","","","","","","","","","","","","","",""
"1005","89","poldrack-text","1","3341","0.0-1.0","s636","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1005","500","fmri_response_test","","","","","","","","","",""
"521","71","poldrack-text","2","4363","0.0-2.0","s636","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","521","500","fmri_response_test","","","","","","","","","",""
"8544","","survey-text","3","13415","0.0-3.0","s636","","","","task_setup","{""Q0"":""1"",""Q1"":""4""}","","","","","","","","",""
"23548","32","poldrack-single-stim","4","37971","0.0-4.0","s636","","23548","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","23548","","","","","",""
"-1","-1","poldrack-single-stim","5","38979","0.0-5.0-0.0","s636","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","AX","practice","0","","",""
"-1","-1","poldrack-single-stim","6","40986","0.0-5.0-1.0","s636","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"489","89","poldrack-single-stim","7","42492","0.0-5.0-2.0","s636","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71","500","AX","practice","0","89","true",""
"-1","-1","poldrack-single-stim","8","42999","0.0-5.0-3.0","s636","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","1","","",""
"-1","-1","poldrack-single-stim","9","43506","0.0-5.0-4.0","s636","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","BY","practice","1","","",""
"-1","-1","poldrack-single-stim","10","45511","0.0-5.0-5.0","s636","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"386","71","poldrack-single-stim","11","47017","0.0-5.0-6.0","s636","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","BY","practice","1","71","true",""
"-1","-1","poldrack-single-stim","12","47521","0.0-5.0-7.0","s636","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","2","","",""
"-1","-1","poldrack-single-stim","13","48026","0.0-5.0-8.0","s636","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","BY","practice","2","","",""
"-1","-1","poldrack-single-stim","14","50033","0.0-5.0-9.0","s636","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"822","71","poldrack-single-stim","15","51538","0.0-5.0-10.0","s636","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","BY","practice","2","71","true",""
"-1","-1","poldrack-single-stim","16","52044","0.0-5.0-11.0","s636","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","3","","",""
"-1","-1","poldrack-single-stim","17","52549","0.0-5.0-12.0","s636","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","AX","practice","3","","",""
"-1","-1","poldrack-single-stim","18","54557","0.0-5.0-13.0","s636","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"834","89","poldrack-single-stim","19","56663","0.0-5.0-14.0","s636","","2100","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71","500","AX","practice","3","89","true",""
"-1","-1","poldrack-single-stim","20","57169","0.0-5.0-15.0","s636","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","4","","",""
"-1","-1","poldrack-single-stim","21","57671","0.0-5.0-16.0","s636","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","AX","practice","4","","",""
"-1","-1","poldrack-single-stim","22","59676","0.0-5.0-17.0","s636","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"874","89","poldrack-single-stim","23","61981","0.0-5.0-18.0","s636","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71","500","AX","practice","4","89","true",""
"-1","-1","poldrack-single-stim","24","62485","0.0-5.0-19.0","s636","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","5","","",""
"-1","-1","poldrack-single-stim","25","62988","0.0-5.0-20.0","s636","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","BX","practice","5","","",""
