"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","condition","trial_num","correct_response","correct","exp_id"
"6319","13","text","0","6321","0.0-0.0","s593","","","","","","","","","","","","","",""
"1214","89","poldrack-text","1","8538","0.0-1.0","s593","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1214","500","fmri_response_test","","","","","","","","","",""
"545","71","poldrack-text","2","9586","0.0-2.0","s593","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","545","500","fmri_response_test","","","","","","","","","",""
"13496","","survey-text","3","23592","0.0-3.0","s593","","","","task_setup","{""Q0"":""5"",""Q1"":""3""}","","","","","","","","",""
"29550","32","poldrack-single-stim","4","54147","0.0-4.0","s593","","29550","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","29550","","","","","",""
"-1","-1","poldrack-single-stim","5","55154","0.0-5.0-0.0","s593","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","practice","BY","0","","",""
"-1","-1","poldrack-single-stim","6","57156","0.0-5.0-1.0","s593","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"386","71","poldrack-single-stim","7","59058","0.0-5.0-2.0","s593","","1900","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71","500","practice","BY","0","71","true",""
"-1","-1","poldrack-single-stim","8","59564","0.0-5.0-3.0","s593","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","1","","",""
"-1","-1","poldrack-single-stim","9","60066","0.0-5.0-4.0","s593","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","practice","AX","1","","",""
