"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"4774","13","text","0","4777","0.0-0.0","s541","","","","","","","","","","","","","","","","","","","",""
"1666","89","poldrack-text","1","7445","0.0-1.0","s541","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1666","500","fmri_response_test","","","","","","","","","","","","","","","",""
"930","71","poldrack-text","2","8879","0.0-2.0","s541","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","930","500","fmri_response_test","","","","","","","","","","","","","","","",""
"10583","","survey-text","3","19968","0.0-3.0","s541","","","","task_setup","{""Q0"":""2"",""Q1"":""1""}","","","","","","","","","","","","","","",""
"30652","32","poldrack-single-stim","4","51625","0.0-4.0","s541","","30652","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Middle Finger if orange and Index Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Index Finger if >5 and Middle Finger if <5.</div></div>","32","30652","","","","","","","","","","","",""
"","","call-function","5","51626","0.0-5.0-0.0","s541","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","52131","0.0-5.0-1.0","s541","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","52238","0.0-5.0-2.0","s541","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","#1F45FC","6","color","stay","switch","0","","","",""
"-1","-1","poldrack-categorize","8","54750","0.0-5.0-3.0","s541","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:#1F45FC;>6</div>","89,71","1000","practice","Color","#1F45FC","6","color","stay","switch","0","false","89","500",""
"-1","-1","poldrack-single-stim","9","55255","0.0-5.0-4.0","s541","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","55255","0.0-5.0-5.0","s541","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","55759","0.0-5.0-6.0","s541","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","55865","0.0-5.0-7.0","s541","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Color","orange","9","color","stay","stay","1","","","",""
"728","71","poldrack-categorize","13","58373","0.0-5.0-8.0","s541","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>9</div>","89,71","1000","practice","Color","orange","9","color","stay","stay","1","true","71","500",""
"-1","-1","poldrack-single-stim","14","58877","0.0-5.0-9.0","s541","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","15","58877","0.0-5.0-10.0","s541","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","16","59382","0.0-5.0-11.0","s541","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","17","59486","0.0-5.0-12.0","s541","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Magnitude","orange","1","magnitude","switch","stay","2","","","",""
"873","71","poldrack-categorize","18","61993","0.0-5.0-13.0","s541","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Magnitude</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>1</div>","89,71","1000","practice","Magnitude","orange","1","magnitude","switch","stay","2","true","71","500",""
"-1","-1","poldrack-single-stim","19","62497","0.0-5.0-14.0","s541","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","20","62497","0.0-5.0-15.0","s541","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","63000","0.0-5.0-16.0","s541","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","63102","0.0-5.0-17.0","s541","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","orange","7","color","switch","switch","3","","","",""
