"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","which_round","num_click_in_round","num_cards","num_loss_cards","gain_amount","loss_amount","round_points","clicked_on_loss_card","reward","exp_id"
"7025","13","text","0","7027","0.0-0.0","s512","","","","","","","","","","","","","","","","","",""
"2021","89","poldrack-text","1","10052","0.0-1.0","s512","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2021","500","fmri_response_test","","","","","","","","","","","","","",""
"838","71","poldrack-text","2","11393","0.0-2.0","s512","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","838","500","fmri_response_test","","","","","","","","","","","","","",""
"10711","32","poldrack-single-stim","3","22607","0.0-3.0","s512","","10711","500","instructions","<div class = centerbox><div class = center-text>Try to get as many points as possible<br><br>The loss amount, the gain amount, and the number of loss cards may change each trial<br><br>Index Finger: Take Another Card<br>Middle Finger: End The Round</div></div>","32","10711","","","","","","","","","","",""
"27718","32","poldrack-text","4","50826","0.0-4.0","s512","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","27718","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"2315","84","poldrack-text","5","53142","0.0-5.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2315","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","6","53821","0.0-6.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","54501","0.0-7.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","55181","0.0-8.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","9","55862","0.0-9.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","10","56542","0.0-10.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","11","57221","0.0-11.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","57901","0.0-12.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","13","58581","0.0-13.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","14","59262","0.0-14.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","15","59942","0.0-15.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","16","60622","0.0-16.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","17","61302","0.0-17.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","18","61982","0.0-18.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","19","62662","0.0-19.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","20","63343","0.0-20.0","s512","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","21","64346","0.0-21.0","s512","","1000","0","fmri_buffer","","none","1000","","","","","","","","","","",""
