"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"6613","13","text","0","6615","0.0-0.0","s572","","","","","","","","","","","","","","","","","","","",""
"870","71","poldrack-text","1","8491","0.0-1.0","s572","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","870","500","fmri_response_test","","","","","","","","","","","","","","","",""
"702","89","poldrack-text","2","9698","0.0-2.0","s572","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","702","500","fmri_response_test","","","","","","","","","","","","","","","",""
"6906","","survey-text","3","17111","0.0-3.0","s572","","","","task_setup","{""Q0"":""350""}","","","","","","","","","","","","","","",""
"41078","32","poldrack-single-stim","4","59214","0.0-4.0","s572","","41078","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your middle finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","41078","","","","","","","","","","","",""
"870","89","poldrack-categorize","5","61574","0.0-5.0-0.0-0.0","s572","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","89","500","practice","0","","","","","","",""
"455","71","poldrack-categorize","6","64182","0.0-5.0-0.0-1.0","s572","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","71","500","practice","1","","","","","","",""
"464","71","poldrack-categorize","7","66796","0.0-5.0-0.0-2.0","s572","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","71","500","practice","2","","","","","","",""
"465","89","poldrack-categorize","8","69408","0.0-5.0-0.0-3.0","s572","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","false","71","500","practice","3","","","","","","",""
"497","71","poldrack-categorize","9","72017","0.0-5.0-0.0-4.0","s572","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","71","500","practice","4","","","","","","",""
