"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","cue","stim_color","stim_number","task","task_switch","cue_switch","trial_num","correct","correct_response","feedback_duration","exp_id"
"1688","13","text","0","1691","0.0-0.0","s192","","","","","","","","","","","","","","","","","","","",""
"1228","89","poldrack-text","1","3927","0.0-1.0","s192","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1228","500","fmri_response_test","","","","","","","","","","","","","","","",""
"441","71","poldrack-text","2","4873","0.0-2.0","s192","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","441","500","fmri_response_test","","","","","","","","","","","","","","","",""
"7628","","survey-text","3","13009","0.0-3.0","s192","","","","task_setup","{""Q0"":""2"",""Q1"":""1""}","","","","","","","","","","","","","","",""
"26763","32","poldrack-single-stim","4","40775","0.0-4.0","s192","","26763","0","instructions","","<div class = centerbox><div class = center-text style=""font-size:40px""><strong>Color</strong> or <strong>Orange-Blue</strong>: Middle Finger if orange and Index Finger if blue.<br><br><strong>Magnitude</strong> or <strong>High-Low</strong>: Index Finger if >5 and Middle Finger if <5.</div></div>","32","26763","","","","","","","","","","","",""
"","","call-function","5","40775","0.0-5.0-0.0","s192","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","6","41281","0.0-5.0-1.0","s192","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","42184","0.0-5.0-2.0","s192","","900","0","cue","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","900","practice","Color","orange","1","color","stay","stay","0","","","",""
"608","71","poldrack-categorize","8","44689","0.0-5.0-3.0","s192","","2000","0","stim","","<div class = upperbox><div class = ""center-text"" >Color</div></div><div class = lowerbox><div class = ""stim-text"" style=color:orange;>1</div>","89,71","1000","practice","Color","orange","1","color","stay","stay","0","true","71","500",""
"-1","-1","poldrack-single-stim","9","45194","0.0-5.0-4.0","s192","","500","0","gap",""," ","none","500","practice","","","","","","","","","","",""
"","","call-function","10","45195","0.0-5.0-5.0","s192","","","","set_stims","","","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","11","45697","0.0-5.0-6.0","s192","","500","0","fixation","","<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","12","45799","0.0-5.0-7.0","s192","","100","0","cue","","<div class = upperbox><div class = ""center-text"" >Orange-Blue</div></div><div class = lowerbox><div class = fixation>+</div></div>","none","100","practice","Orange-Blue","orange","7","color","stay","switch","1","","","",""
