"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","condition","exp_stage","trial_num","correct_response","correct","exp_id"
"1455","13","text","0","1457","0.0-0.0","s623","","","","","","","","","","","","","",""
"4340","89","poldrack-text","1","6803","0.0-1.0","s623","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","4340","500","fmri_response_test","","","","","","","","","",""
"730","71","poldrack-text","2","8035","0.0-2.0","s623","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","730","500","fmri_response_test","","","","","","","","","",""
"12536","","survey-text","3","21078","0.0-3.0","s623","","","","task_setup","{""Q0"":""6"",""Q1"":""2""}","","","","","","","","",""
"35372","32","poldrack-single-stim","4","57453","0.0-4.0","s623","","35372","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","35372","","","","","",""
"-1","-1","poldrack-single-stim","5","58460","0.0-5.0-0.0","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AY","practice","0","","",""
"-1","-1","poldrack-single-stim","6","60465","0.0-5.0-1.0","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"930","89","poldrack-single-stim","7","61971","0.0-5.0-2.0","s623","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","AY","practice","0","71","false",""
"-1","-1","poldrack-single-stim","8","62474","0.0-5.0-3.0","s623","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","","practice","1","","",""
"-1","-1","poldrack-single-stim","9","62979","0.0-5.0-4.0","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","BY","practice","1","","",""
"-1","-1","poldrack-single-stim","10","64984","0.0-5.0-5.0","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"-1","-1","poldrack-single-stim","11","67287","0.0-5.0-6.0","s623","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","BY","practice","1","71","false",""
"-1","-1","poldrack-single-stim","12","67793","0.0-5.0-7.0","s623","","500","0","feedback","","<div class = centerbox><div class = center-text>Respond Faster!</p></div>","none","500","","practice","2","","",""
"-1","-1","poldrack-single-stim","13","68295","0.0-5.0-8.0","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AX","practice","2","","",""
"-1","-1","poldrack-single-stim","14","70296","0.0-5.0-9.0","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"380","89","poldrack-single-stim","15","72400","0.0-5.0-10.0","s623","","2100","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AX","practice","2","89","true",""
"-1","-1","poldrack-single-stim","16","72904","0.0-5.0-11.0","s623","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","3","","",""
"-1","-1","poldrack-single-stim","17","73409","0.0-5.0-12.0","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","BY","practice","3","","",""
"-1","-1","poldrack-single-stim","18","75411","0.0-5.0-13.0","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"558","89","poldrack-single-stim","19","76915","0.0-5.0-14.0","s623","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","BY","practice","3","71","false",""
"-1","-1","poldrack-single-stim","20","77416","0.0-5.0-15.0","s623","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","","practice","4","","",""
"-1","-1","poldrack-single-stim","21","77921","0.0-5.0-16.0","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","BX","practice","4","","",""
"-1","-1","poldrack-single-stim","22","79925","0.0-5.0-17.0","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"315","71","poldrack-single-stim","23","81427","0.0-5.0-18.0","s623","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","BX","practice","4","71","true",""
"-1","-1","poldrack-single-stim","24","81934","0.0-5.0-19.0","s623","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","5","","",""
"-1","-1","poldrack-single-stim","25","82435","0.0-5.0-20.0","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AX","practice","5","","",""
"-1","-1","poldrack-single-stim","26","84440","0.0-5.0-21.0","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"369","71","poldrack-single-stim","27","85944","0.0-5.0-22.0","s623","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AX","practice","5","89","false",""
"-1","-1","poldrack-single-stim","28","86450","0.0-5.0-23.0","s623","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","","practice","6","","",""
"-1","-1","poldrack-single-stim","29","86952","0.0-5.0-24.0","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","BX","practice","6","","",""
"-1","-1","poldrack-single-stim","30","88958","0.0-5.0-25.0","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"590","89","poldrack-single-stim","31","90861","0.0-5.0-26.0","s623","","1900","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","BX","practice","6","71","false",""
"-1","-1","poldrack-single-stim","32","91363","0.0-5.0-27.0","s623","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","","practice","7","","",""
"-1","-1","poldrack-single-stim","33","91868","0.0-5.0-28.0","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AX","practice","7","","",""
"-1","-1","poldrack-single-stim","34","93870","0.0-5.0-29.0","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"-1","-1","poldrack-single-stim","35","95374","0.0-5.0-30.0","s623","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AX","practice","7","89","false",""
"-1","-1","poldrack-single-stim","36","95880","0.0-5.0-31.0","s623","","500","0","feedback","","<div class = centerbox><div class = center-text>Respond Faster!</p></div>","none","500","","practice","8","","",""
"-1","-1","poldrack-single-stim","37","96382","0.0-5.0-32.0","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AY","practice","8","","",""
"-1","-1","poldrack-single-stim","38","98386","0.0-5.0-33.0","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"326","71","poldrack-single-stim","39","100088","0.0-5.0-34.0","s623","","1700","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AY","practice","8","71","true",""
"-1","-1","poldrack-single-stim","40","100590","0.0-5.0-35.0","s623","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","9","","",""
"-1","-1","poldrack-single-stim","41","101095","0.0-5.0-36.0","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AX","practice","9","","",""
"-1","-1","poldrack-single-stim","42","103098","0.0-5.0-37.0","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"481","71","poldrack-single-stim","43","105603","0.0-5.0-38.0","s623","","2500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AX","practice","9","89","false",""
"-1","-1","poldrack-single-stim","44","106110","0.0-5.0-39.0","s623","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","","practice","10","","",""
"-1","-1","poldrack-single-stim","45","106612","0.0-5.1-0.1","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AY","practice","10","","",""
"-1","-1","poldrack-single-stim","46","108616","0.0-5.1-1.1","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"484","71","poldrack-single-stim","47","110717","0.0-5.1-2.1","s623","","2100","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","AY","practice","10","71","true",""
"-1","-1","poldrack-single-stim","48","111219","0.0-5.1-3.1","s623","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","11","","",""
"-1","-1","poldrack-single-stim","49","111724","0.0-5.1-4.1","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","BY","practice","11","","",""
"-1","-1","poldrack-single-stim","50","113726","0.0-5.1-5.1","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"333","71","poldrack-single-stim","51","116227","0.0-5.1-6.1","s623","","2500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","BY","practice","11","71","true",""
"-1","-1","poldrack-single-stim","52","116733","0.0-5.1-7.1","s623","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","12","","",""
"-1","-1","poldrack-single-stim","53","117234","0.0-5.1-8.1","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AX","practice","12","","",""
"-1","-1","poldrack-single-stim","54","119240","0.0-5.1-9.1","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"476","89","poldrack-single-stim","55","121544","0.0-5.1-10.1","s623","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AX","practice","12","89","true",""
"-1","-1","poldrack-single-stim","56","122046","0.0-5.1-11.1","s623","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","13","","",""
"-1","-1","poldrack-single-stim","57","122551","0.0-5.1-12.1","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","BY","practice","13","","",""
"-1","-1","poldrack-single-stim","58","124552","0.0-5.1-13.1","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"515","71","poldrack-single-stim","59","126056","0.0-5.1-14.1","s623","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","BY","practice","13","71","true",""
"-1","-1","poldrack-single-stim","60","126558","0.0-5.1-15.1","s623","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","14","","",""
"-1","-1","poldrack-single-stim","61","127062","0.0-5.1-16.1","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","BX","practice","14","","",""
"-1","-1","poldrack-single-stim","62","129064","0.0-5.1-17.1","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"384","71","poldrack-single-stim","63","130568","0.0-5.1-18.1","s623","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","BX","practice","14","71","true",""
"-1","-1","poldrack-single-stim","64","131070","0.0-5.1-19.1","s623","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","15","","",""
"-1","-1","poldrack-single-stim","65","131575","0.0-5.1-20.1","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AX","practice","15","","",""
"-1","-1","poldrack-single-stim","66","133576","0.0-5.1-21.1","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"346","89","poldrack-single-stim","67","135480","0.0-5.1-22.1","s623","","1900","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AX","practice","15","89","true",""
"-1","-1","poldrack-single-stim","68","135986","0.0-5.1-23.1","s623","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","16","","",""
"-1","-1","poldrack-single-stim","69","136492","0.0-5.1-24.1","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","BX","practice","16","","",""
"-1","-1","poldrack-single-stim","70","138494","0.0-5.1-25.1","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"-1","-1","poldrack-single-stim","71","139997","0.0-5.1-26.1","s623","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","BX","practice","16","71","false",""
"-1","-1","poldrack-single-stim","72","140499","0.0-5.1-27.1","s623","","500","0","feedback","","<div class = centerbox><div class = center-text>Respond Faster!</p></div>","none","500","","practice","17","","",""
"-1","-1","poldrack-single-stim","73","141004","0.0-5.1-28.1","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AX","practice","17","","",""
"-1","-1","poldrack-single-stim","74","143006","0.0-5.1-29.1","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"496","89","poldrack-single-stim","75","144707","0.0-5.1-30.1","s623","","1700","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AX","practice","17","89","true",""
"-1","-1","poldrack-single-stim","76","145209","0.0-5.1-31.1","s623","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","18","","",""
"-1","-1","poldrack-single-stim","77","145713","0.0-5.1-32.1","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AY","practice","18","","",""
"-1","-1","poldrack-single-stim","78","147715","0.0-5.1-33.1","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"-1","-1","poldrack-single-stim","79","149219","0.0-5.1-34.1","s623","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71","500","AY","practice","18","71","false",""
"-1","-1","poldrack-single-stim","80","149721","0.0-5.1-35.1","s623","","500","0","feedback","","<div class = centerbox><div class = center-text>Respond Faster!</p></div>","none","500","","practice","19","","",""
"-1","-1","poldrack-single-stim","81","150226","0.0-5.1-36.1","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AX","practice","19","","",""
"-1","-1","poldrack-single-stim","82","152230","0.0-5.1-37.1","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"619","71","poldrack-single-stim","83","153731","0.0-5.1-38.1","s623","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AX","practice","19","89","false",""
"-1","-1","poldrack-single-stim","84","154233","0.0-5.1-39.1","s623","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","","practice","20","","",""
"-1","-1","poldrack-single-stim","85","154737","0.0-5.2-0.2","s623","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","AY","practice","20","","",""
"-1","-1","poldrack-single-stim","86","156739","0.0-5.2-1.2","s623","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"675","71","poldrack-single-stim","87","158243","0.0-5.2-2.2","s623","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","AY","practice","20","71","true",""
"-1","-1","poldrack-single-stim","88","158749","0.0-5.2-3.2","s623","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","21","","",""
