"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","condition","trial_num","correct_response","correct","exp_id"
"1723","13","text","0","1725","0.0-0.0","s192","","","","","","","","","","","","","",""
"1398","89","poldrack-text","1","4130","0.0-1.0","s192","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1398","500","fmri_response_test","","","","","","","","","",""
"581","71","poldrack-text","2","5215","0.0-2.0","s192","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","581","500","fmri_response_test","","","","","","","","","",""
"13623","","survey-text","3","19348","0.0-3.0","s192","","","","task_setup","{""Q0"":""3"",""Q1"":""6""}","","","","","","","","",""
"43352","32","poldrack-single-stim","4","63703","0.0-4.0","s192","","43352","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","43352","","","","","",""
"-1","-1","poldrack-single-stim","5","64710","0.0-5.0-0.0","s192","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","practice","BY","0","","",""
"-1","-1","poldrack-single-stim","6","66717","0.0-5.0-1.0","s192","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"527","71","poldrack-single-stim","7","68620","0.0-5.0-2.0","s192","","1900","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","BY","0","71","true",""
"-1","-1","poldrack-single-stim","8","69127","0.0-5.0-3.0","s192","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","1","","",""
"-1","-1","poldrack-single-stim","9","69629","0.0-5.0-4.0","s192","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","practice","AX","1","","",""
"-1","-1","poldrack-single-stim","10","71632","0.0-5.0-5.0","s192","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"336","89","poldrack-single-stim","11","73134","0.0-5.0-6.0","s192","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","practice","AX","1","89","true",""
"-1","-1","poldrack-single-stim","12","73639","0.0-5.0-7.0","s192","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","2","","",""
"-1","-1","poldrack-single-stim","13","74143","0.0-5.0-8.0","s192","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","practice","BX","2","","",""
"-1","-1","poldrack-single-stim","14","76145","0.0-5.0-9.0","s192","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"499","71","poldrack-single-stim","15","78647","0.0-5.0-10.0","s192","","2500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","practice","BX","2","71","true",""
"-1","-1","poldrack-single-stim","16","79152","0.0-5.0-11.0","s192","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","3","","",""
"-1","-1","poldrack-single-stim","17","79654","0.0-5.0-12.0","s192","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","practice","AY","3","","",""
"-1","-1","poldrack-single-stim","18","81656","0.0-5.0-13.0","s192","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"504","71","poldrack-single-stim","19","83158","0.0-5.0-14.0","s192","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","AY","3","71","true",""
"-1","-1","poldrack-single-stim","20","83661","0.0-5.0-15.0","s192","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","4","","",""
"-1","-1","poldrack-single-stim","21","84164","0.0-5.0-16.0","s192","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","practice","AX","4","","",""
"-1","-1","poldrack-single-stim","22","86168","0.0-5.0-17.0","s192","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"512","89","poldrack-single-stim","23","88472","0.0-5.0-18.0","s192","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","practice","AX","4","89","true",""
