"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"1557","13","text","0","1559","0.0-0.0","s192","","","","","","","","","","","","","","","","","","","",""
"2714","71","poldrack-text","1","5280","0.0-1.0","s192","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","2714","500","fmri_response_test","","","","","","","","","","","","","","","",""
"1135","89","poldrack-text","2","6918","0.0-2.0","s192","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1135","500","fmri_response_test","","","","","","","","","","","","","","","",""
"14758","","survey-text","3","22182","0.0-3.0","s192","","","","task_setup","{""Q0"":""250""}","","","","","","","","","","","","","","",""
"55360","32","poldrack-single-stim","4","78568","0.0-4.0","s192","","55360","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your middle finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","55360","","","","","","","","","","","",""
"941","89","poldrack-categorize","5","80926","0.0-5.0-0.0-0.0","s192","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","89","500","practice","0","","","","","","",""
"598","71","poldrack-categorize","6","83534","0.0-5.0-0.0-1.0","s192","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","71","500","practice","1","","","","","","",""
"647","89","poldrack-categorize","7","86142","0.0-5.0-0.0-2.0","s192","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","89","500","practice","2","","","","","","",""
"521","71","poldrack-categorize","8","88749","0.0-5.0-0.0-3.0","s192","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","71","500","practice","3","","","","","","",""
"474","71","poldrack-categorize","9","91353","0.0-5.0-0.0-4.0","s192","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","71","500","practice","4","","","","","","",""
"350","71","poldrack-categorize","10","93961","0.0-5.0-0.0-5.0","s192","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","71","500","practice","5","","","","","","",""
"526","71","poldrack-categorize","11","96569","0.0-5.0-0.0-6.0","s192","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","71","500","practice","6","","","","","","",""
"449","89","poldrack-categorize","12","99183","0.0-5.0-0.0-7.0","s192","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","89","500","practice","7","","","","","","",""
