"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"6006","13","text","0","6008","0.0-0.0","s525","","","","","","","","","","","","","","","","","","","",""
"2558","71","poldrack-text","1","9570","0.0-1.0","s525","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","2558","500","fmri_response_test","","","","","","","","","","","","","","","",""
"975","89","poldrack-text","2","11047","0.0-2.0","s525","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","975","500","fmri_response_test","","","","","","","","","","","","","","","",""
"8314","","survey-text","3","19868","0.0-3.0","s525","","","","task_setup","{""Q0"":""250""}","","","","","","","","","","","","","","",""
"30370","32","poldrack-single-stim","4","51265","0.0-4.0","s525","","30370","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your middle finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","30370","","","","","","","","","","","",""
"1069","89","poldrack-categorize","5","53619","0.0-5.0-0.0-0.0","s525","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","89","500","practice","0","","","","","","",""
"753","71","poldrack-categorize","6","56225","0.0-5.0-0.0-1.0","s525","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img></div>","71,89","850","true","71","500","practice","1","","","","","","",""
"657","71","poldrack-categorize","7","58830","0.0-5.0-0.0-2.0","s525","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","71","500","practice","2","","","","","","",""
"440","89","poldrack-categorize","8","61436","0.0-5.0-0.0-3.0","s525","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","89","500","practice","3","","","","","","",""
"492","89","poldrack-categorize","9","64041","0.0-5.0-0.0-4.0","s525","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","89","500","practice","4","","","","","","",""
