"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","condition","trial_num","correct_response","correct","exp_id"
"30158","13","text","0","30160","0.0-0.0","s525","","","","","","","","","","","","","",""
"5647","89","poldrack-text","1","36810","0.0-1.0","s525","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","5647","500","fmri_response_test","","","","","","","","","",""
"1030","71","poldrack-text","2","38343","0.0-2.0","s525","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1030","500","fmri_response_test","","","","","","","","","",""
"9665","","survey-text","3","48516","0.0-3.0","s525","","","","task_setup","{""Q0"":""2"",""Q1"":""3""}","","","","","","","","",""
"11818","32","poldrack-single-stim","4","61338","0.0-4.0","s525","","11818","500","instructions","","<div class = centerbox><p style = ""font-size:40px"" class = center-block-text>Target Pair (press index finger):</p><p class = center-block-text><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png"" ></img>&nbsp&nbsp&nbsp...followed by...&nbsp&nbsp&nbsp<img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png"" ></img><br></br></p><p style = ""font-size:40px"" class = center-block-text>Otherwise press middle finger</div>","32","11818","","","","","",""
"-1","-1","poldrack-single-stim","5","62341","0.0-5.0-0.0","s525","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","practice","BY","0","","",""
"-1","-1","poldrack-single-stim","6","64344","0.0-5.0-1.0","s525","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"-1","-1","poldrack-single-stim","7","66247","0.0-5.0-2.0","s525","","1900","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","practice","BY","0","71","false",""
"-1","-1","poldrack-single-stim","8","66751","0.0-5.0-3.0","s525","","500","0","feedback","","<div class = centerbox><div class = center-text>Respond Faster!</p></div>","none","500","practice","","1","","",""
"-1","-1","poldrack-single-stim","9","67253","0.0-5.0-4.0","s525","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AX","1","","",""
"-1","-1","poldrack-single-stim","10","69254","0.0-5.0-5.0","s525","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"582","89","poldrack-single-stim","11","71557","0.0-5.0-6.0","s525","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","practice","AX","1","89","true",""
"-1","-1","poldrack-single-stim","12","72058","0.0-5.0-7.0","s525","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","2","","",""
"-1","-1","poldrack-single-stim","13","72559","0.0-5.0-8.0","s525","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AX","2","","",""
"-1","-1","poldrack-single-stim","14","74562","0.0-5.0-9.0","s525","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"607","89","poldrack-single-stim","15","76063","0.0-5.0-10.0","s525","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","practice","AX","2","89","true",""
"-1","-1","poldrack-single-stim","16","76565","0.0-5.0-11.0","s525","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","3","","",""
"-1","-1","poldrack-single-stim","17","77066","0.0-5.0-12.0","s525","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AX","3","","",""
"-1","-1","poldrack-single-stim","18","79069","0.0-5.0-13.0","s525","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"408","89","poldrack-single-stim","19","80570","0.0-5.0-14.0","s525","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","practice","AX","3","89","true",""
"-1","-1","poldrack-single-stim","20","81072","0.0-5.0-15.0","s525","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","4","","",""
"-1","-1","poldrack-single-stim","21","81573","0.0-5.0-16.0","s525","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","practice","BX","4","","",""
